graph6 string,levelable,minimized solution
HCZLd^M,F,NA
HCZLd]m,F,NA
HCZLd^{,F,NA
HCZLd^y,F,NA
HCZLd^m,F,NA
HCZLd^],F,NA
HCZLd^N,F,NA
HCZLd]n,F,NA
HCZLd^},F,NA
HCZLd^|,F,NA
HCZLd^z,F,NA
HCZLd^n,F,NA
HCZLd^^,F,NA
HCZLd^~,F,NA
HCZLfz{,F,NA
HCZLfzu,F,NA
HCZLfzm,F,NA
HCZLfz],F,NA
HCZLfy},F,NA
HCZLfz},F,NA
HCZLfz|,F,NA
HCZLfzv,F,NA
HCZLfzn,F,NA
HCZLfz^,F,NA
HCZLfy~,F,NA
HCZLfz~,F,NA
HCZLfv{,F,NA
HCZLfvy,F,NA
HCZLfvu,F,NA
HCZLfvm,F,NA
HCZLfv],F,NA
HCZLfu},F,NA
HCZLft},F,NA
HCZLfv},F,NA
HCZLfv|,F,NA
HCZLfvz,F,NA
HCZLfvv,F,NA
HCZLfvn,F,NA
HCZLfv^,F,NA
HCZLfu~,F,NA
HCZLft~,F,NA
HCZLfv~,F,NA
HCZLf^m,F,NA
HCZLf^],F,NA
HCZLf]},F,NA
HCZLf^},F,NA
HCZLf^n,F,NA
HCZLf^^,F,NA
HCZLf]~,F,NA
HCZLf^~,F,NA
HCZLe~],F,NA
HCZLe~},F,NA
HCZLe~^,F,NA
HCZLe~~,F,NA
HCZLf~},F,NA
HCZLf~~,F,NA
HCZJfaw,F,NA
HCZJfaq,F,NA
HCZJfae,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfbw,F,NA
HCZJfbs,F,NA
HCZJfbk,F,NA
HCZJfb[,F,NA
HCZJfa{,F,NA
HCZJf`{,F,NA
HCZJfbq,F,NA
HCZJfbi,F,NA
HCZJfbY,F,NA
HCZJfay,F,NA
HCZJf`y,F,NA
HCZJfbe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfbU,F,NA
HCZJfau,F,NA
HCZJf`u,F,NA
HCZJf`m,F,NA
HCZJfbp,F,NA
HCZJfbh,F,NA
HCZJfbX,F,NA
HCZJf`x,F,NA
HCZJfbd,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfbT,F,NA
HCZJf`t,F,NA
HCZJf`l,F,NA
HCZJfbb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJf`r,F,NA
HCZJfb{,F,NA
HCZJfby,F,NA
HCZJfbu,F,NA
HCZJfbm,F,NA
HCZJfb],F,NA
HCZJfa},F,NA
HCZJf`},F,NA
HCZJfbx,F,NA
HCZJfbt,F,NA
HCZJfbl,F,NA
HCZJfb\,F,NA
HCZJf`|,F,NA
HCZJfbr,F,NA
HCZJfbj,F,NA
HCZJf`z,F,NA
HCZJfbf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfb},F,NA
HCZJfb|,F,NA
HCZJfbz,F,NA
HCZJfbv,F,NA
HCZJfb~,F,NA
HCZJfQe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfRs,F,NA
HCZJfP{,F,NA
HCZJfRq,F,NA
HCZJfRi,F,NA
HCZJfPy,F,NA
HCZJfRe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfQu,F,NA
HCZJfPm,F,NA
HCZJfP],F,NA
HCZJfRX,F,NA
HCZJfRd,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfRR,F,NA
HCZJfRJ,F,NA
HCZJfR{,F,NA
HCZJfRy,F,NA
HCZJfRu,F,NA
HCZJfRm,F,NA
HCZJfR],F,NA
HCZJfQ},F,NA
HCZJfP},F,NA
HCZJfRx,F,NA
HCZJfRt,F,NA
HCZJfRl,F,NA
HCZJfR\,F,NA
HCZJfP|,F,NA
HCZJfRr,F,NA
HCZJfRj,F,NA
HCZJfRZ,F,NA
HCZJfRf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfR},F,NA
HCZJfR|,F,NA
HCZJfRz,F,NA
HCZJfRv,F,NA
HCZJfRn,F,NA
HCZJfR~,F,NA
HCZJeq{,F,NA
HCZJerq,F,NA
HCZJeqy,F,NA
HCZJequ,F,NA
HCZJeqm,F,NA
HCZJeq],F,NA
HCZJerX,F,NA
HCZJept,F,NA
HCZJeq\,F,NA
HCZJerb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJerJ,F,NA
HCZJepZ,F,NA
HCZJerF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJeqV,F,NA
HCZJepV,F,NA
HCZJer{,F,NA
HCZJery,F,NA
HCZJeru,F,NA
HCZJerm,F,NA
HCZJer],F,NA
HCZJeq},F,NA
HCZJep},F,NA
HCZJerx,F,NA
HCZJert,F,NA
HCZJerl,F,NA
HCZJer\,F,NA
HCZJeq|,F,NA
HCZJep|,F,NA
HCZJerr,F,NA
HCZJerj,F,NA
HCZJerZ,F,NA
HCZJeqz,F,NA
HCZJepz,F,NA
HCZJerf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJerV,F,NA
HCZJeqv,F,NA
HCZJepv,F,NA
HCZJerN,F,NA
HCZJeqn,F,NA
HCZJepn,F,NA
HCZJeq^,F,NA
HCZJep^,F,NA
HCZJeo~,F,NA
HCZJer},F,NA
HCZJer|,F,NA
HCZJerz,F,NA
HCZJerv,F,NA
HCZJern,F,NA
HCZJer^,F,NA
HCZJeq~,F,NA
HCZJep~,F,NA
HCZJer~,F,NA
HCZJdrc,F,NA
HCZJdrQ,F,NA
HCZJdqq,F,NA
HCZJdqe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJdrw,F,NA
HCZJdrs,F,NA
HCZJdrk,F,NA
HCZJdr[,F,NA
HCZJdq{,F,NA
HCZJdp{,F,NA
HCZJdrq,F,NA
HCZJdri,F,NA
HCZJdrY,F,NA
HCZJdqy,F,NA
HCZJdpy,F,NA
HCZJdre,F,NA
HCZJdrU,F,NA
HCZJdrM,F,NA
HCZJdqm,F,NA
HCZJdpm,F,NA
HCZJdq],F,NA
HCZJdp],F,NA
HCZJdo},F,NA
HCZJdrX,F,NA
HCZJdrL,F,NA
HCZJdql,F,NA
HCZJdqN,F,NA
HCZJdr{,F,NA
HCZJdry,F,NA
HCZJdru,F,NA
HCZJdrm,F,NA
HCZJdr],F,NA
HCZJdq},F,NA
HCZJdp},F,NA
HCZJdrx,F,NA
HCZJdrl,F,NA
HCZJdr\,F,NA
HCZJdrj,F,NA
HCZJdrZ,F,NA
HCZJdqz,F,NA
HCZJdpz,F,NA
HCZJdrN,F,NA
HCZJdqn,F,NA
HCZJdr},F,NA
HCZJdr|,F,NA
HCZJdrz,F,NA
HCZJdrn,F,NA
HCZJdr^,F,NA
HCZJdr~,F,NA
HCZJfIi,F,NA
HCZJfJw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfJs,F,NA
HCZJfJ[,F,NA
HCZJfJq,F,NA
HCZJfJi,F,NA
HCZJfIy,F,NA
HCZJfJU,F,NA
HCZJfIu,F,NA
HCZJfH],F,NA
HCZJfG},F,NA
HCZJfJX,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfJd,F,NA
HCZJfJT,F,NA
HCZJfHt,F,NA
HCZJfHl,F,NA
HCZJfH\,F,NA
HCZJfG|,F,NA
HCZJfHj,F,NA
HCZJfIZ,F,NA
HCZJfHf,F,NA
HCZJfHV,F,NA
HCZJfJ{,F,NA
HCZJfJy,F,NA
HCZJfJu,F,NA
HCZJfJm,F,NA
HCZJfJ],F,NA
HCZJfI},F,NA
HCZJfH},F,NA
HCZJfJx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfJt,F,NA
HCZJfJl,F,NA
HCZJfJ\,F,NA
HCZJfI|,F,NA
HCZJfH|,F,NA
HCZJfJr,F,NA
HCZJfJj,F,NA
HCZJfJZ,F,NA
HCZJfIz,F,NA
HCZJfHz,F,NA
HCZJfJf,F,NA
HCZJfJV,F,NA
HCZJfIv,F,NA
HCZJfHv,F,NA
HCZJfJN,F,NA
HCZJfIn,F,NA
HCZJfHn,F,NA
HCZJfI^,F,NA
HCZJfH^,F,NA
HCZJfG~,F,NA
HCZJfJ},F,NA
HCZJfJ|,F,NA
HCZJfJz,F,NA
HCZJfJv,F,NA
HCZJfJn,F,NA
HCZJfJ^,F,NA
HCZJfI~,F,NA
HCZJfH~,F,NA
HCZJfJ~,F,NA
HCZJeiY,F,NA
HCZJejY,F,NA
HCZJeiy,F,NA
HCZJeje,F,NA
HCZJeiu,F,NA
HCZJeg},F,NA
HCZJejh,F,NA
HCZJejX,F,NA
HCZJehx,F,NA
HCZJejT,F,NA
HCZJeht,F,NA
HCZJehl,F,NA
HCZJeh\,F,NA
HCZJeg|,F,NA
HCZJejR,F,NA
HCZJejJ,F,NA
HCZJehZ,F,NA
HCZJehf,F,NA
HCZJehV,F,NA
HCZJej{,F,NA
HCZJejy,F,NA
HCZJeju,F,NA
HCZJejm,F,NA
HCZJej],F,NA
HCZJei},F,NA
HCZJeh},F,NA
HCZJejx,F,NA
HCZJejt,F,NA
HCZJejl,F,NA
HCZJej\,F,NA
HCZJei|,F,NA
HCZJeh|,F,NA
HCZJejr,F,NA
HCZJejj,F,NA
HCZJejZ,F,NA
HCZJeiz,F,NA
HCZJehz,F,NA
HCZJejf,F,NA
HCZJejV,F,NA
HCZJeiv,F,NA
HCZJehv,F,NA
HCZJejN,F,NA
HCZJein,F,NA
HCZJehn,F,NA
HCZJei^,F,NA
HCZJeh^,F,NA
HCZJeg~,F,NA
HCZJej},F,NA
HCZJej|,F,NA
HCZJejz,F,NA
HCZJejv,F,NA
HCZJejn,F,NA
HCZJej^,F,NA
HCZJei~,F,NA
HCZJeh~,F,NA
HCZJej~,F,NA
HCZJdjg,F,NA
HCZJdjW,F,NA
HCZJdja,F,NA
HCZJdjQ,F,NA
HCZJdiq,F,NA
HCZJdhq,F,NA
HCZJdii,F,NA
HCZJdhY,F,NA
HCZJdjw,F,NA
HCZJdjs,F,NA
HCZJdjk,F,NA
HCZJdj[,F,NA
HCZJdi{,F,NA
HCZJdh{,F,NA
HCZJdjq,F,NA
HCZJdji,F,NA
HCZJdjY,F,NA
HCZJdiy,F,NA
HCZJdhy,F,NA
HCZJdje,F,NA
HCZJdjU,F,NA
HCZJdiu,F,NA
HCZJdhu,F,NA
HCZJdjM,F,NA
HCZJdim,F,NA
HCZJdhm,F,NA
HCZJdi],F,NA
HCZJdh],F,NA
HCZJdg},F,NA
HCZJdjp,F,NA
HCZJdjh,F,NA
HCZJdjX,F,NA
HCZJdhx,F,NA
HCZJdjd,F,NA
HCZJdjT,F,NA
HCZJdit,F,NA
HCZJdht,F,NA
HCZJdhl,F,NA
HCZJdh\,F,NA
HCZJdg|,F,NA
HCZJdjb,F,NA
HCZJdjR,F,NA
HCZJdir,F,NA
HCZJdhr,F,NA
HCZJdjJ,F,NA
HCZJdij,F,NA
HCZJdhj,F,NA
HCZJdiZ,F,NA
HCZJdhZ,F,NA
HCZJdgz,F,NA
HCZJdhf,F,NA
HCZJdj{,F,NA
HCZJdjy,F,NA
HCZJdju,F,NA
HCZJdjm,F,NA
HCZJdj],F,NA
HCZJdi},F,NA
HCZJdh},F,NA
HCZJdjx,F,NA
HCZJdjt,F,NA
HCZJdjl,F,NA
HCZJdj\,F,NA
HCZJdi|,F,NA
HCZJdh|,F,NA
HCZJdjr,F,NA
HCZJdjj,F,NA
HCZJdjZ,F,NA
HCZJdiz,F,NA
HCZJdhz,F,NA
HCZJdjf,F,NA
HCZJdjV,F,NA
HCZJdiv,F,NA
HCZJdhv,F,NA
HCZJdjN,F,NA
HCZJdin,F,NA
HCZJdhn,F,NA
HCZJdi^,F,NA
HCZJdh^,F,NA
HCZJdg~,F,NA
HCZJdj},F,NA
HCZJdj|,F,NA
HCZJdjz,F,NA
HCZJdjv,F,NA
HCZJdjn,F,NA
HCZJdj^,F,NA
HCZJdi~,F,NA
HCZJdh~,F,NA
HCZJdj~,F,NA
HCZJbjw,F,NA
HCZJbjq,F,NA
HCZJbiy,F,NA
HCZJbhy,F,NA
HCZJbiu,F,NA
HCZJbim,F,NA
HCZJbjh,F,NA
HCZJbhx,F,NA
HCZJbht,F,NA
HCZJbiZ,F,NA
HCZJbhZ,F,NA
HCZJbj{,F,NA
HCZJbjy,F,NA
HCZJbju,F,NA
HCZJbjm,F,NA
HCZJbj],F,NA
HCZJbi},F,NA
HCZJbh},F,NA
HCZJbjx,F,NA
HCZJbjt,F,NA
HCZJbjl,F,NA
HCZJbj\,F,NA
HCZJbi|,F,NA
HCZJbh|,F,NA
HCZJbjr,F,NA
HCZJbjj,F,NA
HCZJbjZ,F,NA
HCZJbiz,F,NA
HCZJbhz,F,NA
HCZJbjf,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0]"
HCZJbjV,F,NA
HCZJbiv,F,NA
HCZJbhv,F,NA
HCZJbjN,F,NA
HCZJbin,F,NA
HCZJbhn,F,NA
HCZJbi^,F,NA
HCZJbh^,F,NA
HCZJbg~,F,NA
HCZJbj},F,NA
HCZJbj|,F,NA
HCZJbjz,F,NA
HCZJbjv,F,NA
HCZJbjn,F,NA
HCZJbj^,F,NA
HCZJbi~,F,NA
HCZJbh~,F,NA
HCZJbj~,F,NA
HCZJazX,F,NA
HCZJaxt,F,NA
HCZJaxZ,F,NA
HCZJaz{,F,NA
HCZJazy,F,NA
HCZJazu,F,NA
HCZJazm,F,NA
HCZJaz],F,NA
HCZJay},F,NA
HCZJax},F,NA
HCZJazx,F,NA
HCZJazt,F,NA
HCZJazl,F,NA
HCZJaz\,F,NA
HCZJax|,F,NA
HCZJazr,F,NA
HCZJazZ,F,NA
HCZJaxz,F,NA
HCZJax^,F,NA
HCZJaz},F,NA
HCZJaz|,F,NA
HCZJazz,F,NA
HCZJaz^,F,NA
HCZJaz~,F,NA
HCZJddw,F,NA
HCZJdfc,F,NA
HCZJdfS,F,NA
HCZJdfK,F,NA
HCZJdek,F,NA
HCZJdd[,F,NA
HCZJdfw,F,NA
HCZJdfs,F,NA
HCZJdfk,F,NA
HCZJdf[,F,NA
HCZJde{,F,NA
HCZJdd{,F,NA
HCZJdfq,F,NA
HCZJdfi,F,NA
HCZJdfY,F,NA
HCZJdey,F,NA
HCZJddy,F,NA
HCZJdfe,F,NA
HCZJdfU,F,NA
HCZJdeu,F,NA
HCZJddu,F,NA
HCZJdfM,F,NA
HCZJdem,F,NA
HCZJddm,F,NA
HCZJde],F,NA
HCZJdd],F,NA
HCZJdc},F,NA
HCZJdfh,F,NA
HCZJdfX,F,NA
HCZJddx,F,NA
HCZJdfd,F,NA
HCZJdfT,F,NA
HCZJddt,F,NA
HCZJdfL,F,NA
HCZJdel,F,NA
HCZJddl,F,NA
HCZJde\,F,NA
HCZJdd\,F,NA
HCZJdc|,F,NA
HCZJdfb,F,NA
HCZJdfR,F,NA
HCZJder,F,NA
HCZJdfJ,F,NA
HCZJdej,F,NA
HCZJddj,F,NA
HCZJdfF,F,NA
HCZJdef,F,NA
HCZJddf,F,NA
HCZJdeN,F,NA
HCZJddN,F,NA
HCZJdf{,F,NA
HCZJdfy,F,NA
HCZJdfu,F,NA
HCZJdfm,F,NA
HCZJdf],F,NA
HCZJde},F,NA
HCZJdd},F,NA
HCZJdfx,F,NA
HCZJdft,F,NA
HCZJdfl,F,NA
HCZJdf\,F,NA
HCZJde|,F,NA
HCZJdd|,F,NA
HCZJdfr,F,NA
HCZJdfj,F,NA
HCZJdfZ,F,NA
HCZJdez,F,NA
HCZJddz,F,NA
HCZJdff,F,NA
HCZJdfV,F,NA
HCZJdev,F,NA
HCZJddv,F,NA
HCZJdfN,F,NA
HCZJden,F,NA
HCZJddn,F,NA
HCZJde^,F,NA
HCZJdd^,F,NA
HCZJdc~,F,NA
HCZJdf},F,NA
HCZJdf|,F,NA
HCZJdfz,F,NA
HCZJdfv,F,NA
HCZJdfn,F,NA
HCZJdf^,F,NA
HCZJde~,F,NA
HCZJdd~,F,NA
HCZJdf~,F,NA
HCZJfqu,F,NA
HCZJfr{,F,NA
HCZJfry,F,NA
HCZJfru,F,NA
HCZJfrm,F,NA
HCZJfr],F,NA
HCZJfq},F,NA
HCZJfp},F,NA
HCZJfrx,F,NA
HCZJfrt,F,NA
HCZJfrl,F,NA
HCZJfr\,F,NA
HCZJfp|,F,NA
HCZJfrr,F,NA
HCZJfrj,F,NA
HCZJfrZ,F,NA
HCZJfqz,F,NA
HCZJfpz,F,NA
HCZJfrf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCZJfrV,F,NA
HCZJfqv,F,NA
HCZJfpv,F,NA
HCZJfrN,F,NA
HCZJfqn,F,NA
HCZJfpn,F,NA
HCZJfq^,F,NA
HCZJfp^,F,NA
HCZJfo~,F,NA
HCZJfr},F,NA
HCZJfr|,F,NA
HCZJfrz,F,NA
HCZJfrv,F,NA
HCZJfrn,F,NA
HCZJfr^,F,NA
HCZJfq~,F,NA
HCZJfp~,F,NA
HCZJfr~,F,NA
HCZJfj{,F,NA
HCZJfjy,F,NA
HCZJfju,F,NA
HCZJfjm,F,NA
HCZJfj],F,NA
HCZJfi},F,NA
HCZJfh},F,NA
HCZJfjt,F,NA
HCZJfjl,F,NA
HCZJfj\,F,NA
HCZJfh|,F,NA
HCZJfjr,F,NA
HCZJfjj,F,NA
HCZJfjZ,F,NA
HCZJfhz,F,NA
HCZJfjf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
HCZJfjV,F,NA
HCZJfiv,F,NA
HCZJfhv,F,NA
HCZJfjN,F,NA
HCZJfin,F,NA
HCZJfhn,F,NA
HCZJfi^,F,NA
HCZJfh^,F,NA
HCZJfg~,F,NA
HCZJfj},F,NA
HCZJfj|,F,NA
HCZJfjz,F,NA
HCZJfjv,F,NA
HCZJfjn,F,NA
HCZJfj^,F,NA
HCZJfi~,F,NA
HCZJfh~,F,NA
HCZJfj~,F,NA
HCZJfZ{,F,NA
HCZJfZy,F,NA
HCZJfZu,F,NA
HCZJfZm,F,NA
HCZJfZ],F,NA
HCZJfY},F,NA
HCZJfX},F,NA
HCZJfZl,F,NA
HCZJfZ\,F,NA
HCZJfZj,F,NA
HCZJfZZ,F,NA
HCZJfXz,F,NA
HCZJfZf,F,NA
HCZJfZV,F,NA
HCZJfXv,F,NA
HCZJfZN,F,NA
HCZJfYn,F,NA
HCZJfXn,F,NA
HCZJfY^,F,NA
HCZJfX^,F,NA
HCZJfZ},F,NA
HCZJfZ|,F,NA
HCZJfZz,F,NA
HCZJfZv,F,NA
HCZJfZn,F,NA
HCZJfZ^,F,NA
HCZJfY~,F,NA
HCZJfX~,F,NA
HCZJfZ~,F,NA
HCZJez{,F,NA
HCZJezy,F,NA
HCZJezu,F,NA
HCZJezm,F,NA
HCZJez],F,NA
HCZJey},F,NA
HCZJex},F,NA
HCZJez\,F,NA
HCZJezZ,F,NA
HCZJezV,F,NA
HCZJezN,F,NA
HCZJexn,F,NA
HCZJey^,F,NA
HCZJex^,F,NA
HCZJez},F,NA
HCZJez|,F,NA
HCZJezz,F,NA
HCZJezv,F,NA
HCZJezn,F,NA
HCZJez^,F,NA
HCZJey~,F,NA
HCZJex~,F,NA
HCZJez~,F,NA
HCZJdzq,F,NA
HCZJdz{,F,NA
HCZJdzy,F,NA
HCZJdzu,F,NA
HCZJdzm,F,NA
HCZJdz],F,NA
HCZJdy},F,NA
HCZJdx},F,NA
HCZJdzx,F,NA
HCZJdzt,F,NA
HCZJdzl,F,NA
HCZJdz\,F,NA
HCZJdy|,F,NA
HCZJdx|,F,NA
HCZJdzr,F,NA
HCZJdzj,F,NA
HCZJdzZ,F,NA
HCZJdyz,F,NA
HCZJdxz,F,NA
HCZJdzf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJdzV,F,NA
HCZJdyv,F,NA
HCZJdxv,F,NA
HCZJdzN,F,NA
HCZJdyn,F,NA
HCZJdxn,F,NA
HCZJdy^,F,NA
HCZJdx^,F,NA
HCZJdw~,F,NA
HCZJdz},F,NA
HCZJdz|,F,NA
HCZJdzz,F,NA
HCZJdzv,F,NA
HCZJdzn,F,NA
HCZJdz^,F,NA
HCZJdy~,F,NA
HCZJdx~,F,NA
HCZJdz~,F,NA
HCZJbz{,F,NA
HCZJbzy,F,NA
HCZJbzu,F,NA
HCZJbzm,F,NA
HCZJbz],F,NA
HCZJby},F,NA
HCZJbx},F,NA
HCZJbzl,F,NA
HCZJbz\,F,NA
HCZJbx|,F,NA
HCZJbzj,F,NA
HCZJbzZ,F,NA
HCZJbxz,F,NA
HCZJbzf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
HCZJbzV,F,NA
HCZJbxv,F,NA
HCZJbzN,F,NA
HCZJbyn,F,NA
HCZJbxn,F,NA
HCZJby^,F,NA
HCZJbx^,F,NA
HCZJbw~,F,NA
HCZJbz},F,NA
HCZJbz|,F,NA
HCZJbzz,F,NA
HCZJbzv,F,NA
HCZJbzn,F,NA
HCZJbz^,F,NA
HCZJby~,F,NA
HCZJbx~,F,NA
HCZJbz~,F,NA
HCZJff{,F,NA
HCZJffy,F,NA
HCZJffu,F,NA
HCZJffm,F,NA
HCZJff],F,NA
HCZJfe},F,NA
HCZJfd},F,NA
HCZJffl,F,NA
HCZJff\,F,NA
HCZJfd|,F,NA
HCZJffr,F,NA
HCZJffj,F,NA
HCZJffZ,F,NA
HCZJfdz,F,NA
HCZJfff,F,NA
HCZJffV,F,NA
HCZJfdv,F,NA
HCZJffN,F,NA
HCZJfen,F,NA
HCZJfdn,F,NA
HCZJfe^,F,NA
HCZJfd^,F,NA
HCZJfc~,F,NA
HCZJff},F,NA
HCZJff|,F,NA
HCZJffz,F,NA
HCZJffv,F,NA
HCZJffn,F,NA
HCZJff^,F,NA
HCZJfe~,F,NA
HCZJfd~,F,NA
HCZJff~,F,NA
HCZJfV{,F,NA
HCZJfVy,F,NA
HCZJfVu,F,NA
HCZJfVm,F,NA
HCZJfV],F,NA
HCZJfU},F,NA
HCZJfT},F,NA
HCZJfV\,F,NA
HCZJfVj,F,NA
HCZJfVZ,F,NA
HCZJfVf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
HCZJfVV,F,NA
HCZJfTv,F,NA
HCZJfVN,F,NA
HCZJfTn,F,NA
HCZJfU^,F,NA
HCZJfT^,F,NA
HCZJfV},F,NA
HCZJfV|,F,NA
HCZJfVz,F,NA
HCZJfVv,F,NA
HCZJfVn,F,NA
HCZJfV^,F,NA
HCZJfU~,F,NA
HCZJfT~,F,NA
HCZJfV~,F,NA
HCZJev{,F,NA
HCZJevy,F,NA
HCZJevu,F,NA
HCZJevm,F,NA
HCZJev],F,NA
HCZJeu},F,NA
HCZJet},F,NA
HCZJevZ,F,NA
HCZJevV,F,NA
HCZJevN,F,NA
HCZJetn,F,NA
HCZJet^,F,NA
HCZJev},F,NA
HCZJev|,F,NA
HCZJevz,F,NA
HCZJevv,F,NA
HCZJevn,F,NA
HCZJev^,F,NA
HCZJeu~,F,NA
HCZJet~,F,NA
HCZJev~,F,NA
HCZJdvs,F,NA
HCZJdvY,F,NA
HCZJdty,F,NA
HCZJdt],F,NA
HCZJdv{,F,NA
HCZJdvy,F,NA
HCZJdvu,F,NA
HCZJdvm,F,NA
HCZJdv],F,NA
HCZJdu},F,NA
HCZJdt},F,NA
HCZJdvt,F,NA
HCZJdvl,F,NA
HCZJdv\,F,NA
HCZJdt|,F,NA
HCZJdvr,F,NA
HCZJdvj,F,NA
HCZJdvZ,F,NA
HCZJduz,F,NA
HCZJdtz,F,NA
HCZJdvf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJdvV,F,NA
HCZJduv,F,NA
HCZJdtv,F,NA
HCZJdvN,F,NA
HCZJdun,F,NA
HCZJdtn,F,NA
HCZJdu^,F,NA
HCZJdt^,F,NA
HCZJds~,F,NA
HCZJdv},F,NA
HCZJdv|,F,NA
HCZJdvz,F,NA
HCZJdvv,F,NA
HCZJdvn,F,NA
HCZJdv^,F,NA
HCZJdu~,F,NA
HCZJdt~,F,NA
HCZJdv~,F,NA
HCZJbv{,F,NA
HCZJbvy,F,NA
HCZJbvu,F,NA
HCZJbvm,F,NA
HCZJbv],F,NA
HCZJbu},F,NA
HCZJbt},F,NA
HCZJbv\,F,NA
HCZJbvj,F,NA
HCZJbvZ,F,NA
HCZJbtz,F,NA
HCZJbvf,F,NA
HCZJbvV,F,NA
HCZJbtv,F,NA
HCZJbvN,F,NA
HCZJbtn,F,NA
HCZJbu^,F,NA
HCZJbt^,F,NA
HCZJbv},F,NA
HCZJbv|,F,NA
HCZJbvz,F,NA
HCZJbvv,F,NA
HCZJbvn,F,NA
HCZJbv^,F,NA
HCZJbu~,F,NA
HCZJbt~,F,NA
HCZJbv~,F,NA
HCZJfMu,F,NA
HCZJfN{,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfNy,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfNu,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCZJfNm,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCZJfN],F,NA
HCZJfM},T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfL},F,NA
HCZJfN\,F,NA
HCZJfNZ,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCZJfNf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfNV,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
HCZJfNN,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfLn,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
HCZJfM^,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCZJfL^,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfN},T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfN|,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfNz,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HCZJfNv,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
